isolation_source_sd,assembly_count,signal_classes,recommended_action
Ventilator_P54_BU19,1,raw_code_or_artifact,route_to_non_source_descriptor
Ventilator_P56_BU5,1,raw_code_or_artifact,route_to_non_source_descriptor
Ventilator_P57_BU19,1,raw_code_or_artifact,route_to_non_source_descriptor
Ventilator_P6_BU5,1,raw_code_or_artifact,route_to_non_source_descriptor
Ventilator_P77_BU25,1,raw_code_or_artifact,route_to_non_source_descriptor
Ventilator_P7_BU6,1,raw_code_or_artifact,route_to_non_source_descriptor
Ventilator_P8_BU9,1,raw_code_or_artifact,route_to_non_source_descriptor
Ventilator_P97_BU24,1,raw_code_or_artifact,route_to_non_source_descriptor
Vocal Cord Tissue,1,sample_type,route_to_sample_type
Vulture faeces,1,sample_type,route_to_sample_type
WBD-infected periwinkle,1,disease,route_to_disease_or_health_state
WILD CAT,1,host_taxon_or_context,route_to_host_context
WKM10_lymphocytes,1,raw_code_or_artifact,route_to_non_source_descriptor
WKM3_eosinophils,1,raw_code_or_artifact,route_to_non_source_descriptor
WKM4_eosinophils,1,raw_code_or_artifact,route_to_non_source_descriptor
WKM5_unenriched,1,raw_code_or_artifact,route_to_non_source_descriptor
WKM6_lymphocytes,1,raw_code_or_artifact,route_to_non_source_descriptor
WKM7_monocytes,1,raw_code_or_artifact,route_to_non_source_descriptor
WKM7_unenriched,1,raw_code_or_artifact,route_to_non_source_descriptor
WKM9_eosinophils,1,raw_code_or_artifact,route_to_non_source_descriptor
WKM9_monocytes,1,raw_code_or_artifact,route_to_non_source_descriptor
WKM9_unenriched,1,raw_code_or_artifact,route_to_non_source_descriptor
WKsample159,1,raw_code_or_artifact,route_to_non_source_descriptor
WKsample214,1,raw_code_or_artifact,route_to_non_source_descriptor
WPC-80,1,raw_code_or_artifact,route_to_non_source_descriptor
"WPCP 1 2329 Danielsville-Colbert Rd, past the Madison/Oglethorpe Animal Shelter",1,host_taxon_or_context,route_to_host_context
WT-H3K122ac-1,1,raw_code_or_artifact,route_to_non_source_descriptor
WT-H3K18ac-2,1,raw_code_or_artifact,route_to_non_source_descriptor
WT-H3K27me3-2,1,raw_code_or_artifact,route_to_non_source_descriptor
WT-H4K8ac-1,1,raw_code_or_artifact,route_to_non_source_descriptor
WT-H4K8ac-2,1,raw_code_or_artifact,route_to_non_source_descriptor
WT_RNA-seq_Zt6,1,raw_code_or_artifact,route_to_non_source_descriptor
WW9.4_16S_Mantle Tissue,1,sample_type,route_to_sample_type
WW9.5_hsp60_Digestive Tissue,1,sample_type,route_to_sample_type
Weanling pig,1,host_taxon_or_context,route_to_host_context
Wrist Tissue,1,sample_type,route_to_sample_type
YG48,1,raw_code_or_artifact,route_to_non_source_descriptor
Yak10,1,raw_code_or_artifact,route_to_non_source_descriptor
Yak18,1,raw_code_or_artifact,route_to_non_source_descriptor
Yak31,1,raw_code_or_artifact,route_to_non_source_descriptor
Yak34,1,raw_code_or_artifact,route_to_non_source_descriptor
Young adult whole animal,1,host_taxon_or_context,route_to_host_context
Zoo Ostrava (mixed sample),1,sample_type|metadata_descriptor,route_to_non_source_descriptor
a bite (wound),1,body_site,route_to_isolation_site
adult insects fed liquid diet (100% cellulose matrix soaked in 11% saccharose in water),1,environment_medium,route_to_environment_medium
affected cabbage tissue,1,sample_type,route_to_sample_type
alpaca tissue,1,sample_type,route_to_sample_type
alveolar lavage,1,sample_type,route_to_sample_type
animal calf formula fed veal,1,host_taxon_or_context,route_to_host_context
animal cloacal swabs,1,host_taxon_or_context,route_to_host_context
animal droppings,1,host_taxon_or_context,route_to_host_context
animal dung,1,host_taxon_or_context,route_to_host_context
animal facilities of Max-Planck-Institute for Evolutionary Biology,1,host_taxon_or_context,route_to_host_context
animal feed bison pellet,1,host_taxon_or_context,route_to_host_context
animal feed bulk protein,1,host_taxon_or_context,route_to_host_context
animal feed compressed pellet,1,host_taxon_or_context,route_to_host_context
animal feed cotton seed hull,1,host_taxon_or_context,route_to_host_context
animal feed dried senna pod,1,host_taxon_or_context,route_to_host_context
animal feed hen,1,host_taxon_or_context,route_to_host_context
animal feed layer,1,host_taxon_or_context,route_to_host_context
animal feed laying mash,1,host_taxon_or_context,route_to_host_context
animal feed ovine meal,1,host_taxon_or_context,route_to_host_context
animal feed soybean hull,1,host_taxon_or_context,route_to_host_context
animal feed sweet oat,1,host_taxon_or_context,route_to_host_context
animal feed vitamin supplement,1,host_taxon_or_context,route_to_host_context
animal feed zoo diet,1,host_taxon_or_context,route_to_host_context
"animal feed, bulk ground corn",1,host_taxon_or_context,route_to_host_context
"animal feed, soybean meal",1,host_taxon_or_context,route_to_host_context
animal pen floor,1,host_taxon_or_context,route_to_host_context
animal scat,1,host_taxon_or_context,route_to_host_context
ankle tissue,1,sample_type,route_to_sample_type
appendix tissue,1,sample_type,route_to_sample_type
arm tissue,1,sample_type,route_to_sample_type
aspirate,1,sample_type,route_to_sample_type
bat tissue,1,sample_type,route_to_sample_type
bladder stone wiping solution,1,body_site,route_to_isolation_site
bladder stones,1,body_site,route_to_isolation_site
bladder tissue,1,body_site|sample_type,route_to_sample_type
booties (inside chicken tractor),1,host_taxon_or_context,route_to_food_source
bovine necropsy tissue pool,1,sample_type,route_to_sample_type
bovine tissue pool (Bos taurus),1,sample_type,route_to_sample_type
broncheoalveolar lavage,1,sample_type,route_to_sample_type
broncho-alveolar lavage (BAL),1,sample_type,route_to_sample_type
broncho-aveolar lavage,1,sample_type,route_to_sample_type
bronchoavelar lavage,1,sample_type,route_to_sample_type
bronchoscopy tissue,1,sample_type,route_to_sample_type
brown adipose tissue,1,sample_type,route_to_sample_type
bulk soyplus animal feed,1,host_taxon_or_context,route_to_host_context
bullet and ascociated tissue (Canis lupus familiaris),1,sample_type,route_to_sample_type
bully bites dog chews,1,host_taxon_or_context,route_to_host_context
bully hide roll dog treat,1,host_taxon_or_context,route_to_host_context
bully stick dog chews,1,host_taxon_or_context,route_to_host_context
callus tissue,1,sample_type,route_to_sample_type
cancer tissue of gastric cancer patients,1,sample_type|disease,route_to_disease_or_health_state
canine bladder (Canis lupus familiaris),1,body_site,route_to_isolation_site
canine bladder mucosa,1,body_site,route_to_isolation_site
canine gall bladder,1,body_site,route_to_isolation_site
canola meal animal feed,1,host_taxon_or_context,route_to_host_context
caprine necropsy gall bladder,1,body_site,route_to_isolation_site
carapace of the crustacean species Cancer pagurus,1,disease,route_to_disease_or_health_state
cat bladder clot,1,body_site|host_taxon_or_context,route_to_isolation_site
cat claw dietary supplement,1,host_taxon_or_context,route_to_host_context
cat claw powder herbal product,1,host_taxon_or_context,route_to_host_context
cerebrospinal fluid,1,sample_type,route_to_sample_type
chukar partridge game bird multiple tissue,1,sample_type,route_to_sample_type
cow dung,1,host_taxon_or_context,route_to_host_context
daily vitamin for cat and kitten,1,host_taxon_or_context,route_to_host_context
devitalized tissue,1,sample_type,route_to_sample_type
dog nail,1,host_taxon_or_context,route_to_host_context
dog pen,1,host_taxon_or_context,route_to_host_context
dog tissue,1,sample_type|host_taxon_or_context,route_to_sample_type
dried venison dog treat,1,host_taxon_or_context,route_to_host_context
dry dog feed,1,host_taxon_or_context,route_to_host_context
eel tissue,1,sample_type,route_to_sample_type
elbow debris tissue,1,sample_type,route_to_sample_type
endocervical tissue,1,sample_type,route_to_sample_type
endotrach lavage,1,sample_type,route_to_sample_type
environmental1,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental10,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental100,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental101,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental102,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental103,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental105,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental106,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental108,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental109,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental11,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental110,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental112,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental114,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental115,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental116,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental117,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental119,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental121,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental122,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental124,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental125,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental126,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental127,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental128,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental129,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental13,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental131,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental134,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental136,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental137,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental138,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental139,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental14,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental140,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental141,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental142,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental143,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental144,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental145,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental146,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental147,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental148,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental150,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental151,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental152,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental153,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental154,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental155,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental156,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental157,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental158,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental159,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental16,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental160,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental162,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental163,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental164,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental166,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental167,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental168,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental169,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental170,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental171,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental173,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental174,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental175,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental176,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental177,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental178,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental18,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental180,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental183,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental184,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental187,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental188,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental189,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental19,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental190,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental191,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental192,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental193,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental194,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental196,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental198,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental199,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental2,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental20,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental200,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental201,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental202,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental203,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental205,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental206,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental21,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental210,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental211,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental212,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental213,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental214,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental216,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental217,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental22,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental24,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental25,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental26,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental27,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental28,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental29,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental3,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental30,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental31,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental32,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental33,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental36,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental37,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental4,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental41,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental43,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental44,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental46,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental47,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental48,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental5,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental50,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental51,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental53,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental54,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental55,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental56,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental58,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental6,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental60,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental61,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental62,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental63,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental64,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental65,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental66,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental67,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental68,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental69,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental71,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental72,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental73,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental74,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental75,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental77,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental79,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental80,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental81,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental85,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental86,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental87,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental88,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental9,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental90,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental91,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental93,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental96,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental97,1,raw_code_or_artifact,route_to_non_source_descriptor
environmental99,1,raw_code_or_artifact,route_to_non_source_descriptor
faeces 9.10,1,sample_type,route_to_sample_type
faeces 9.11,1,sample_type,route_to_sample_type
faeces 9.12,1,sample_type,route_to_sample_type
faeces 9.13,1,sample_type,route_to_sample_type
faeces 9.14,1,sample_type,route_to_sample_type
faeces 9.15,1,sample_type,route_to_sample_type
faeces 9.16,1,sample_type,route_to_sample_type
faeces 9.17,1,sample_type,route_to_sample_type
faeces 9.7,1,sample_type,route_to_sample_type
faeces 9.8,1,sample_type,route_to_sample_type
faeces 9.9,1,sample_type,route_to_sample_type
faeces of a thoroughbred horse,1,sample_type,route_to_sample_type
farm12,1,raw_code_or_artifact,route_to_non_source_descriptor
farm19,1,raw_code_or_artifact,route_to_non_source_descriptor
farm2,1,raw_code_or_artifact,route_to_non_source_descriptor
feed to animal,1,host_taxon_or_context,route_to_host_context
feline bladder mucosa,1,body_site,route_to_isolation_site
femur_chicken1_1,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken1_2,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken1_3,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken1_4,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken1_5,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken2,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken2_4,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken2_5,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken3_1,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken3_2,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken3_3,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken3_4,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken3_5,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken4,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken4_1,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken4_2,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken5,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken5_1,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken5_2,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken5_3,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken5_4,1,raw_code_or_artifact,route_to_non_source_descriptor
femur_chicken5_5,1,raw_code_or_artifact,route_to_non_source_descriptor
finished product tissue,1,sample_type,route_to_sample_type
flea captured from prairie dog burrow showing signs of recent die-off,1,host_taxon_or_context,route_to_host_context
forelimb amputation tissue,1,sample_type,route_to_sample_type
fried eel (fish),1,host_taxon_or_context,route_to_host_context
frozen dried raw super boost for dog,1,host_taxon_or_context,route_to_host_context
frozen fuzzie feeder mouse,1,host_taxon_or_context,route_to_host_context
frozen pinkie feeder mouse,1,host_taxon_or_context,route_to_host_context
fur from dog that had recently been in Pacific Ocean,1,host_taxon_or_context,route_to_host_context
gall bladder (Canis lupus familiaris),1,body_site,route_to_isolation_site
gangrenous tissue,1,sample_type,route_to_sample_type
gingival tissue,1,sample_type,route_to_sample_type
granulation tissue,1,sample_type,route_to_sample_type
ground swine,1,host_taxon_or_context,route_to_food_source
guangxi3,1,raw_code_or_artifact,route_to_non_source_descriptor
guangxi4,1,raw_code_or_artifact,route_to_non_source_descriptor
hand (human),1,host_taxon_or_context,route_to_host_context
head tissue,1,sample_type,route_to_sample_type
hemolymph of infected host,1,disease,route_to_disease_or_health_state
hepatocellular carcinoma tissue,1,sample_type,route_to_sample_type
hip tissue,1,sample_type,route_to_sample_type
host body (fish),1,host_taxon_or_context,route_to_host_context
host trophosiom tissue,1,sample_type,route_to_sample_type
host-2,1,raw_code_or_artifact,route_to_non_source_descriptor
hun21,1,raw_code_or_artifact,route_to_non_source_descriptor
hun31,1,raw_code_or_artifact,route_to_non_source_descriptor
hun33,1,raw_code_or_artifact,route_to_non_source_descriptor
hun35,1,raw_code_or_artifact,route_to_non_source_descriptor
hun39,1,raw_code_or_artifact,route_to_non_source_descriptor
hun41,1,raw_code_or_artifact,route_to_non_source_descriptor
hydrolized feather animal meal,1,host_taxon_or_context,route_to_host_context
iMPP1,1,raw_code_or_artifact,route_to_non_source_descriptor
incision tissue,1,sample_type,route_to_sample_type
infant faeces,1,sample_type,route_to_sample_type
infected Surti Goat,1,disease,route_to_disease_or_health_state
infected WLH birds,1,disease,route_to_disease_or_health_state
infected napier grass,1,disease,route_to_disease_or_health_state
input_WT_30C_rep1,1,raw_code_or_artifact,route_to_non_source_descriptor
insect tissue,1,sample_type,route_to_sample_type
kangaroo tail dog chew,1,host_taxon_or_context,route_to_host_context
kelp meal for animal,1,host_taxon_or_context,route_to_host_context
kelp tissue,1,sample_type,route_to_sample_type
lamb faeces,1,sample_type,route_to_sample_type
leaf tissue,1,sample_type,route_to_sample_type
left thigh tissue,1,sample_type,route_to_sample_type
lichen tissue from bark of Buchanania latifolia,1,sample_type,route_to_sample_type
mac tissue,1,sample_type,route_to_sample_type
mandibular lymphnode (abscess),1,disease,route_to_disease_or_health_state
mantle tissue,1,sample_type,route_to_sample_type
medium McCoy infected cells,1,disease,route_to_disease_or_health_state
midgut tissue,1,sample_type,route_to_sample_type
mix tissue,1,sample_type,route_to_sample_type
monitor tissue composite,1,sample_type,route_to_sample_type
"mouse embryo, day 10",1,host_taxon_or_context,route_to_host_context
mouse embryos,1,host_taxon_or_context,route_to_host_context
"mouse fibroblast NIH3T3 cells, infected with MHV-68",1,disease|host_taxon_or_context,route_to_disease_or_health_state
mouse necropsy,1,host_taxon_or_context,route_to_host_context
mouse passage,1,host_taxon_or_context,route_to_host_context
mud bottom (0-1cm deep and water deep: 5m),1,environment_medium,route_to_environment_medium
multiple tissue camelid,1,sample_type,route_to_sample_type
nature unknown,1,metadata_descriptor,route_to_non_source_descriptor
necrotic lower limb tissue,1,sample_type,route_to_sample_type
necrotised soft tissue,1,sample_type,route_to_sample_type
neonatal calf faeces,1,sample_type,route_to_sample_type
olive knot tissue,1,sample_type,route_to_sample_type
"olivier salad (potatoes, eggs, pickled cucumbers, carrots, chicken, peas, mayonnaise)",1,host_taxon_or_context,route_to_food_source
organ from animal collected by hunter,1,host_taxon_or_context,route_to_host_context
ovine pooled tissue,1,sample_type,route_to_sample_type
parotid tissue,1,sample_type,route_to_sample_type
patient10,1,raw_code_or_artifact,route_to_non_source_descriptor
patient12,1,raw_code_or_artifact,route_to_non_source_descriptor
patient13,1,raw_code_or_artifact,route_to_non_source_descriptor
patient14,1,raw_code_or_artifact,route_to_non_source_descriptor
patient15,1,raw_code_or_artifact,route_to_non_source_descriptor
patient16,1,raw_code_or_artifact,route_to_non_source_descriptor
patient17,1,raw_code_or_artifact,route_to_non_source_descriptor
patient3,1,raw_code_or_artifact,route_to_non_source_descriptor
patient4,1,raw_code_or_artifact,route_to_non_source_descriptor
patient5,1,raw_code_or_artifact,route_to_non_source_descriptor
patient6,1,raw_code_or_artifact,route_to_non_source_descriptor
patient7,1,raw_code_or_artifact,route_to_non_source_descriptor
patient8,1,raw_code_or_artifact,route_to_non_source_descriptor
patient9,1,raw_code_or_artifact,route_to_non_source_descriptor
peri prosthetic tissue,1,sample_type,route_to_sample_type
pericardial tissue,1,sample_type,route_to_sample_type
pericardium_chicken1,1,raw_code_or_artifact,route_to_non_source_descriptor
pericardium_chicken3,1,raw_code_or_artifact,route_to_non_source_descriptor
periesophagus/peritrachial tissue,1,sample_type,route_to_sample_type
peritoneal lavage,1,sample_type,route_to_sample_type
person1,1,raw_code_or_artifact,route_to_non_source_descriptor
person2,1,raw_code_or_artifact,route_to_non_source_descriptor
pet treat dog biscuit,1,host_taxon_or_context,route_to_host_context
pet treat dog biscuits,1,host_taxon_or_context,route_to_host_context
pet treat dog chew,1,host_taxon_or_context,route_to_host_context
pet treat for cat,1,host_taxon_or_context,route_to_host_context
phage resistant from mouse experiment,1,host_taxon_or_context,route_to_host_context
phloem tissue (green shoots with witches-broom symptoms),1,sample_type,route_to_sample_type
pine (Pinus sylvestris) tissue cultures from meristems of trees,1,sample_type,route_to_sample_type
placental tissue,1,sample_type,route_to_sample_type
plague epizootic in a Gunnison's prairie dog colony,1,host_taxon_or_context,route_to_host_context
pol32_OF,1,raw_code_or_artifact,route_to_non_source_descriptor
porcine tissue pool (Sus scrofa domesticus),1,sample_type,route_to_sample_type
pork1,1,raw_code_or_artifact,route_to_non_source_descriptor
pork2,1,raw_code_or_artifact,route_to_non_source_descriptor
post-op tissue,1,sample_type,route_to_sample_type
poulltry faeces,1,sample_type,route_to_sample_type
prepuce of a naturally-infected bull,1,disease,route_to_disease_or_health_state
pulmonary tissue from the wolfs frozen mummy,1,sample_type,route_to_sample_type
rabbit tissue (derivative of EGD strain),1,sample_type,route_to_sample_type
raccoon tissue,1,sample_type,route_to_sample_type
rawhide moccasin dog treat chews,1,host_taxon_or_context,route_to_host_context
render cattle by product,1,host_taxon_or_context,route_to_food_source
reptile multiple tissue,1,sample_type,route_to_sample_type
resected aortic valve tissue,1,sample_type,route_to_sample_type
right hip bursa tissue,1,sample_type,route_to_sample_type
right ischial tissue,1,sample_type,route_to_sample_type
rodent deer mouse,1,host_taxon_or_context,route_to_host_context
rodent kangaroo rat,1,host_taxon_or_context,route_to_host_context
roe deer faeces,1,sample_type,route_to_sample_type
root14,1,raw_code_or_artifact,route_to_non_source_descriptor
salivary tissue,1,sample_type,route_to_sample_type
sand under fuel bladder,1,body_site,route_to_isolation_site
sea-animal; barnacle on rock and mussels,1,host_taxon_or_context,route_to_host_context
shASXL3_2_R2,1,raw_code_or_artifact,route_to_non_source_descriptor
shoot tissue,1,sample_type,route_to_sample_type
shoulder animal,1,host_taxon_or_context,route_to_host_context
shrimp1,1,raw_code_or_artifact,route_to_non_source_descriptor
shrimp2,1,raw_code_or_artifact,route_to_non_source_descriptor
skinless hot dog,1,host_taxon_or_context,route_to_host_context
sludge17,1,raw_code_or_artifact,route_to_non_source_descriptor
sludge19,1,raw_code_or_artifact,route_to_non_source_descriptor
sludge21,1,raw_code_or_artifact,route_to_non_source_descriptor
sludge22,1,raw_code_or_artifact,route_to_non_source_descriptor
sludge24,1,raw_code_or_artifact,route_to_non_source_descriptor
sludge6,1,raw_code_or_artifact,route_to_non_source_descriptor
sludge8,1,raw_code_or_artifact,route_to_non_source_descriptor
snake tissue,1,sample_type,route_to_sample_type
soft rot-infected petioles and tubers,1,disease,route_to_disease_or_health_state
