source_column,normalized_value,destination,rule_count,proposed_values,duplicate_key,conflict_key
,small fish food,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,small freshwater lake,Environment_Medium_SD,1,freshwater,false,false
,small freshwater lake biome envo 00000892,Environment_Medium_SD,1,freshwater,false,false
,small fruit,Isolation_Source_SD,1,plant/produce food product,false,false
,small intestine,Isolation_Site_SD,1,gut content,false,false
,small lake,Environment_Broad_Scale_SD,1,freshwater environment,false,false
,small lake biome,Environment_Broad_Scale_SD,1,freshwater environment,false,false
,small river biome,Environment_Broad_Scale_SD,1,freshwater environment,false,false
,small river biome,Environment_Local_Scale_SD,1,river,false,false
,small river biome envo 00000890,Environment_Local_Scale_SD,1,river,false,false
,small water puddle,Environment_Medium_SD,1,water,false,false
,smear of raclette type cheese,Isolation_Source_SD,1,dairy food,false,false
,smear of tete de moine cheese,Isolation_Source_SD,1,dairy food,false,false
,smear of vacherin mont d or cheese,Isolation_Source_SD,1,dairy food,false,false
,smoked fish,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,smoked kuta fish,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,smoked pork ham,Isolation_Source_SD,1,pork/meat product,false,false
,smoked salmon cream cheese base,Isolation_Source_SD,1,dairy food,false,false
,smoked sausage pork,Isolation_Source_SD,1,pork/meat product,false,false
,smoked seafood,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,snack dry charal fish,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,snow metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,soda lake,Environment_Broad_Scale_SD,1,freshwater environment,false,false
,soda lake,Environment_Local_Scale_SD,1,lake,false,false
,soda lake metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,soda lake sediment,Environment_Medium_SD,1,sediment,false,false
,soda solonchak soil,Environment_Medium_SD,1,soil,false,false
,soft cheese,Isolation_Source_SD,1,dairy food,false,false
,soft mexican cheese,Isolation_Source_SD,1,dairy food,false,false
,soft ripened cheese,Isolation_Source_SD,1,dairy food,false,false
,soft white cheese,Isolation_Source_SD,1,dairy food,false,false
,soft white mexican cheese,Isolation_Source_SD,1,dairy food,false,false
,softened water,Environment_Medium_SD,1,built-environment water,false,false
,soil,Environment_Medium_SD,1,soil,false,false
,soil adjacent to cadaver decomposition,Environment_Medium_SD,1,soil,false,false
,soil adjacent to human cadaver hip,Environment_Medium_SD,1,soil,false,false
,soil alkaline flat,Environment_Medium_SD,1,soil,false,false
,soil and grass,Environment_Medium_SD,1,soil,false,false
,soil and roots,Environment_Medium_SD,1,soil,false,false
,soil and scat,Environment_Medium_SD,1,soil,false,false
,soil argileous,Environment_Medium_SD,1,soil,false,false
,soil around maize straw,Environment_Medium_SD,1,soil,false,false
,soil associated roots,Environment_Medium_SD,1,soil,false,false
,soil at 60 cm depth,Environment_Medium_SD,1,soil,false,false
,soil bacteria,Environment_Medium_SD,1,soil,false,false
,soil below a mushroom sampled after rainstorm,Environment_Medium_SD,1,soil,false,false
,soil below agaricus sp mushroom,Environment_Medium_SD,1,soil,false,false
,soil below coprinus sp mushroom,Environment_Medium_SD,1,soil,false,false
,soil beneath apple trees growing in garden with animals,Environment_Medium_SD,1,soil,false,false
,soil biofilm,Environment_Medium_SD,1,soil,false,false
,soil biome,Environment_Broad_Scale_SD,1,terrestrial environment,false,false
,soil biome,Environment_Medium_SD,1,soil,false,false
,soil biome envo 00001998,Environment_Medium_SD,1,soil,false,false
,soil biome envo 01001044,Environment_Medium_SD,1,soil,false,false
,soil bird dropping manure,Environment_Medium_SD,1,soil,false,false
,soil cooling of temperate crop in the tropical climate,Environment_Medium_SD,1,soil,false,false
,soil core,Environment_Medium_SD,1,soil,false,false
,soil culture,Environment_Medium_SD,1,soil,false,false
,soil cyanobacterial culture ccap1427 2,Environment_Medium_SD,1,soil,false,false
,soil degradation envo 01000705,Environment_Medium_SD,1,soil,false,false
,soil desert,Environment_Medium_SD,1,soil,false,false
,soil enriched culture a,Environment_Medium_SD,1,soil,false,false
,soil enriched culture b,Environment_Medium_SD,1,soil,false,false
,soil environment envo 01001044,Environment_Medium_SD,1,soil,false,false
,soil envo 00001998,Environment_Medium_SD,1,soil,false,false
,soil envo 00001998 agricultural soil envo 00002259,Environment_Medium_SD,1,soil,false,false
,soil envo 00001998 soil organic matter envo 04000008 plant litter envo 01000628 plant matter envo 01001121,Environment_Medium_SD,1,soil,false,false
,soil envo 00001998 sphagnum bog envo 00002268,Environment_Medium_SD,1,soil,false,false
,soil envo 00002003,Environment_Medium_SD,1,soil,false,false
,soil envo 01001044,Environment_Medium_SD,1,soil,false,false
,soil fauna,Environment_Medium_SD,1,soil,false,false
,soil from a ginseng field,Environment_Medium_SD,1,soil,false,false
,soil from a swine farm,Environment_Medium_SD,1,soil,false,false
,soil from agriculture fields,Environment_Medium_SD,1,soil,false,false
,soil from brazilian tropical mangrove,Environment_Medium_SD,1,soil,false,false
,soil from chicken farm,Environment_Medium_SD,1,soil,false,false
,soil from cranberry bog,Environment_Medium_SD,1,soil,false,false
,soil from cropland,Environment_Medium_SD,1,soil,false,false
,soil from dairy farm,Environment_Medium_SD,1,soil,false,false
,soil from electronic waste dumpsite,Environment_Medium_SD,1,soil,false,false
,soil from farming field,Environment_Medium_SD,1,soil,false,false
,soil from field,Environment_Medium_SD,1,soil,false,false
,soil from football field,Environment_Medium_SD,1,soil,false,false
,soil from forest,Environment_Medium_SD,1,soil,false,false
,soil from karst cave,Environment_Medium_SD,1,soil,false,false
,soil from medicine bow mts,Environment_Medium_SD,1,soil,false,false
,soil from natural bogs mires and fens,Environment_Medium_SD,1,soil,false,false
,soil from natural coastal,Environment_Medium_SD,1,soil,false,false
,soil from natural dunes,Environment_Medium_SD,1,soil,false,false
,soil from natural forests,Environment_Medium_SD,1,soil,false,false
,soil from natural grassland formations,Environment_Medium_SD,1,soil,false,false
,soil from natural na,Environment_Medium_SD,1,soil,false,false
,soil from natural sclerophyllous scrub,Environment_Medium_SD,1,soil,false,false
,soil from natural temperate heath and scrub,Environment_Medium_SD,1,soil,false,false
,soil from peach orchard,Environment_Medium_SD,1,soil,false,false
,soil from poultry environment,Environment_Medium_SD,1,soil,false,false
,soil from salt lake,Environment_Medium_SD,1,soil,false,false
,soil from salvador,Environment_Medium_SD,1,soil,false,false
,soil from savannah river site usa,Environment_Medium_SD,1,soil,false,false
,soil from sempervirent forest,Environment_Medium_SD,1,soil,false,false
,soil from spinach field,Environment_Medium_SD,1,soil,false,false
,soil from subterranean urban,Environment_Medium_SD,1,soil,false,false
,soil from surrounding area,Environment_Medium_SD,1,soil,false,false
,soil from the namib desert,Environment_Medium_SD,1,soil,false,false
,soil from tibet china,Environment_Medium_SD,1,soil,false,false
,soil from timothy field,Environment_Medium_SD,1,soil,false,false
,soil from tomato plant,Environment_Medium_SD,1,soil,false,false
,soil from urban greenspaces,Environment_Medium_SD,1,soil,false,false
,soil from vegetable field,Environment_Medium_SD,1,soil,false,false
,soil from waterlogged area in rainforest,Environment_Medium_SD,1,soil,false,false
,soil from wetland,Environment_Medium_SD,1,soil,false,false
,soil grassland,Environment_Medium_SD,1,soil,false,false
,soil host,Environment_Medium_SD,1,soil,false,false
,soil in an open quarry for the mining of brown coal heated by underground coal combustion,Environment_Medium_SD,1,soil,false,false
,soil in grass field non agriculture site,Environment_Medium_SD,1,soil,false,false
,soil in plateau,Environment_Medium_SD,1,soil,false,false
,soil in warm humid forested area with dark clay soils 5 cm deep,Environment_Medium_SD,1,soil,false,false
,soil inside a cave,Environment_Medium_SD,1,soil,false,false
,soil isolate,Environment_Medium_SD,1,soil,false,false
,soil leach,Environment_Medium_SD,1,soil,false,false
,soil manure,Environment_Medium_SD,1,soil,false,false
,soil material,Environment_Medium_SD,1,soil,false,false
,soil meadow no grazing permitted,Environment_Medium_SD,1,soil,false,false
,soil metagenome,Environment_Medium_SD,1,soil,false,false
,soil metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,soil microbiome,Environment_Medium_SD,1,soil,false,false
,soil near root of coffee,Environment_Medium_SD,1,soil,false,false
,soil nfgnb,Environment_Medium_SD,1,soil,false,false
,soil no manure,Environment_Medium_SD,1,soil,false,false
,soil of a ginseng field,Environment_Medium_SD,1,soil,false,false
,soil of citrus sinensis plantation,Environment_Medium_SD,1,soil,false,false
,soil of hitsz,Environment_Medium_SD,1,soil,false,false
,soil of mountain,Environment_Medium_SD,1,soil,false,false
,soil of natural cave,Environment_Medium_SD,1,soil,false,false
,soil of natural resort,Environment_Medium_SD,1,soil,false,false
,soil of soybean field,Environment_Medium_SD,1,soil,false,false
,soil organic horizon,Environment_Medium_SD,1,soil,false,false
,soil organic matter envo 04000008,Environment_Medium_SD,1,soil,false,false
,soil polluted with engine oil,Environment_Medium_SD,1,soil,false,false
,soil residential,Environment_Medium_SD,1,soil,false,false
,soil rhizosphere,Environment_Medium_SD,1,soil,false,false
,soil riverbed,Environment_Medium_SD,1,soil,false,false
,soil rocky sandy,Environment_Medium_SD,1,soil,false,false
,soil root,Environment_Medium_SD,1,soil,false,false
,soil sample,Environment_Medium_SD,1,soil,false,false
,soil sample from angelo meadow plot 1 20cm depth 2 days after second rain event 91mm,Environment_Medium_SD,1,soil,false,false
,soil sample from angelo meadow plot 1 20cm depth 6 days after first rain event 27mm,Environment_Medium_SD,1,soil,false,false
,soil sample from arsenic pollution region,Environment_Medium_SD,1,soil,false,false
,soil sample fw104 67 11 14 12 from orr,Environment_Medium_SD,1,soil,false,false
,soil samples,Environment_Medium_SD,1,soil,false,false
,soil samples from lysimeters set up in teagasc envo 00002141,Environment_Medium_SD,1,soil,false,false
,soil sand sileceous,Environment_Medium_SD,1,soil,false,false
,soil scat,Environment_Medium_SD,1,soil,false,false
,soil sediment,Environment_Medium_SD,1,sediment,false,false
,soil shore line,Environment_Medium_SD,1,soil,false,false
,soil sparse vegitation,Environment_Medium_SD,1,soil,false,false
,soil stream bed,Environment_Medium_SD,1,soil,false,false
,soil surface,Environment_Medium_SD,1,soil,false,false
,soil suspension,Environment_Medium_SD,1,soil,false,false
,soil swabs from a 2001 outbreak associated almond orchard,Environment_Medium_SD,1,soil,false,false
,soil under a cannonball tree,Environment_Medium_SD,1,soil,false,false
,soil under olea tree,Environment_Medium_SD,1,soil,false,false
,soil under the coffee tree,Environment_Medium_SD,1,soil,false,false
,soil vegetation layer,Environment_Medium_SD,1,soil,false,false
,soil water,Environment_Medium_SD,1,geologic/produced water,false,false
,soil water metagenome,Environment_Medium_SD,1,geologic/produced water,false,false
,soil water metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,soil wetland,Environment_Medium_SD,1,soil,false,false
,soil with decaying plant material,Environment_Medium_SD,1,soil,false,false
,soil zone,Environment_Medium_SD,1,soil,false,false
,soil11,Environment_Medium_SD,1,soil,false,false
,soil153,Environment_Medium_SD,1,soil,false,false
,soil186,Environment_Medium_SD,1,soil,false,false
,soil195,Environment_Medium_SD,1,soil,false,false
,soil45,Environment_Medium_SD,1,soil,false,false
,soil46,Environment_Medium_SD,1,soil,false,false
,soil7,Environment_Medium_SD,1,soil,false,false
,soild,Environment_Medium_SD,1,soil,false,false
,solid food food fish and seafood products smoked cured smoked fish smoked salmon smoked,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,solid food food fruit and vegetable based products raw and raw processed mushrooms fresh,Isolation_Source_SD,1,plant/produce food product,false,false
,solid semi solid dairy product,Isolation_Source_SD,1,dairy food,false,false
,solid stool clinical human homo sapiens animal feces,Sample_Type_SD,1,feces/stool,false,false
,sour cow milk,Isolation_Source_SD,1,milk,false,false
,sour cow milk fermented,Isolation_Source_SD,1,milk,false,false
,sour goat milk,Isolation_Source_SD,1,milk,false,false
,sour horse milk,Isolation_Source_SD,1,milk,false,false
,sour milk,Isolation_Source_SD,1,milk,false,false
,south china sea sediment,Environment_Medium_SD,1,marine sediment,false,false
,south china sea surficial sediment,Environment_Medium_SD,1,sediment,false,false
,southern ocean,Environment_Broad_Scale_SD,1,marine environment,false,false
,sow manure,Environment_Medium_SD,1,manure,false,false
,sow milk,Isolation_Source_SD,1,milk,false,false
,soybean rhizosphere soil,Environment_Medium_SD,1,soil,false,false
,specific pathogen free,Host_Health_State_SD,1,specific pathogen free,false,false
,spent irrigation water,Environment_Medium_SD,1,irrigation water,false,false
,spent irrigation water from rinse tank,Environment_Medium_SD,1,irrigation water,false,false
,spicy cheese,Isolation_Source_SD,1,dairy food,false,false
,spinach,Isolation_Source_SD,1,plant/produce food product,false,false
,spinach flakes,Isolation_Source_SD,1,plant/produce food product,false,false
