synonym,canonical,taxid,confidence,note
Anemina arcaeformis,Anemina arcaeformis,1903496,high,NCBI Taxonomy name2taxid reviewed import
Sonneratia apetala,Sonneratia apetala,122813,high,NCBI Taxonomy name2taxid reviewed import
Phylloscopus collybita,Phylloscopus collybita,48150,high,NCBI Taxonomy name2taxid reviewed import
Cycas revoluta,Cycas revoluta,3396,high,NCBI Taxonomy name2taxid reviewed import
Ornithodoros parkeri,Ornithodoros parkeri,140564,high,NCBI Taxonomy name2taxid reviewed import
Argas persicus,Argas persicus,34603,high,NCBI Taxonomy name2taxid reviewed import
Phragmites australis,Phragmites australis,29695,high,NCBI Taxonomy name2taxid reviewed import
Mareca strepera,Mareca strepera,75861,high,NCBI Taxonomy name2taxid reviewed import
Frieseomelitta varia,Frieseomelitta varia,561572,high,NCBI Taxonomy name2taxid reviewed import
Saguinus imperator,Saguinus imperator,9491,high,NCBI Taxonomy name2taxid reviewed import
Balearica regulorum,Balearica regulorum,925459,high,NCBI Taxonomy name2taxid reviewed import
Chelonoidis carbonarius,Chelonoidis carbonarius,50047,high,NCBI Taxonomy name2taxid reviewed import
Ocimum basilicum,Ocimum basilicum,39350,high,NCBI Taxonomy name2taxid reviewed import
Eruca vesicaria subsp. sativa,Eruca vesicaria subsp. sativa,29727,high,NCBI Taxonomy name2taxid reviewed import
Taeniopygia guttata,Taeniopygia guttata,59729,high,NCBI Taxonomy name2taxid reviewed import
Branta bernicla,Branta bernicla,184712,high,NCBI Taxonomy name2taxid reviewed import
Eudyptes chrysolophus,Eudyptes chrysolophus,79627,high,NCBI Taxonomy name2taxid reviewed import
Elaphe taeniura,Elaphe taeniura,74398,high,NCBI Taxonomy name2taxid reviewed import
Eumetopias jubatus,Eumetopias jubatus,34886,high,NCBI Taxonomy name2taxid reviewed import
Anthophora sp.,Anthophora sp.,3241018,high,NCBI Taxonomy name2taxid reviewed import
Dermacentor reticulatus,Dermacentor reticulatus,57047,high,NCBI Taxonomy name2taxid reviewed import
Microtus socialis,Microtus socialis,269658,high,NCBI Taxonomy name2taxid reviewed import
Nothocricetulus migratorius,Nothocricetulus migratorius,3122392,high,NCBI Taxonomy name2taxid reviewed import
Platysmacheilus nudiventris,Platysmacheilus nudiventris,1564185,high,NCBI Taxonomy name2taxid reviewed import
Patas monkey,Patas monkey,9538,high,NCBI Taxonomy name2taxid reviewed import
Golden pheasant,Golden pheasant,9089,high,NCBI Taxonomy name2taxid reviewed import
Lotus tenuis,Lotus tenuis,347996,high,NCBI Taxonomy name2taxid reviewed import
Sipha maydis,Sipha maydis,805083,high,NCBI Taxonomy name2taxid reviewed import
Murdannia keisak,Murdannia keisak,428252,high,NCBI Taxonomy name2taxid reviewed import
Pelargonium peltatum,Pelargonium peltatum,57694,high,NCBI Taxonomy name2taxid reviewed import
Ficus benjamina,Ficus benjamina,182105,high,NCBI Taxonomy name2taxid reviewed import
Okanagana bella,Okanagana bella,1464967,high,NCBI Taxonomy name2taxid reviewed import
Magicicada tredecim,Magicicada tredecim,52805,high,NCBI Taxonomy name2taxid reviewed import
Tettigetta isshikii,Tettigetta isshikii,1745407,high,NCBI Taxonomy name2taxid reviewed import
Tyto furcata,Tyto furcata,507989,high,NCBI Taxonomy name2taxid reviewed import
Camelus sp.,Camelus sp.,30536,high,NCBI Taxonomy name2taxid reviewed import
Gekko gecko,Gekko gecko,36310,high,NCBI Taxonomy name2taxid reviewed import
Anas rubripes,Anas rubripes,75857,high,NCBI Taxonomy name2taxid reviewed import
Aechmophorus occidentalis,Aechmophorus occidentalis,57236,high,NCBI Taxonomy name2taxid reviewed import
Lampropeltis triangulum,Lampropeltis triangulum,140017,high,NCBI Taxonomy name2taxid reviewed import
Leopardus pardalis,Leopardus pardalis,32538,high,NCBI Taxonomy name2taxid reviewed import
Vulpes velox,Vulpes velox,9631,high,NCBI Taxonomy name2taxid reviewed import
Rhea americana,Rhea americana,8797,high,NCBI Taxonomy name2taxid reviewed import
Sceloporus virgatus,Sceloporus virgatus,43639,high,NCBI Taxonomy name2taxid reviewed import
Cerambycidae sp.,Cerambycidae sp.,2938382,high,NCBI Taxonomy name2taxid reviewed import
Gryllotalpa orientalis,Gryllotalpa orientalis,213494,high,NCBI Taxonomy name2taxid reviewed import
Urocitellus undulatus,Urocitellus undulatus,99867,high,NCBI Taxonomy name2taxid reviewed import
Spider monkey,Spider monkey,9511,high,NCBI Taxonomy name2taxid reviewed import
Neopsylla specialis specialis,Neopsylla specialis specialis,3393521,high,NCBI Taxonomy name2taxid reviewed import
Eothenomys cachinus,Eothenomys cachinus,259049,high,NCBI Taxonomy name2taxid reviewed import
Lepus capensis,Lepus capensis,9981,high,NCBI Taxonomy name2taxid reviewed import
Coregonus lavaretus,Coregonus lavaretus,59291,high,NCBI Taxonomy name2taxid reviewed import
Rattus rattus sladeni,Rattus rattus sladeni,1167227,high,NCBI Taxonomy name2taxid reviewed import
Cacopsylla pyrisuga,Cacopsylla pyrisuga,1191701,high,NCBI Taxonomy name2taxid reviewed import
Proechinophthirus fluctus,Proechinophthirus fluctus,908931,high,NCBI Taxonomy name2taxid reviewed import
Theonella swinhoei,Theonella swinhoei,37505,high,NCBI Taxonomy name2taxid reviewed import
Quercus gambelii,Quercus gambelii,168163,high,NCBI Taxonomy name2taxid reviewed import
Peltigera membranacea,Peltigera membranacea,161997,high,NCBI Taxonomy name2taxid reviewed import
Peltigera elisabethae,Peltigera elisabethae,161986,high,NCBI Taxonomy name2taxid reviewed import
Peltigera appalachiensis,Peltigera appalachiensis,3126679,high,NCBI Taxonomy name2taxid reviewed import
Zamia furfuracea,Zamia furfuracea,42329,high,NCBI Taxonomy name2taxid reviewed import
Netuma thalassina,Netuma thalassina,435128,high,NCBI Taxonomy name2taxid reviewed import
Chromobotia macracanthus,Chromobotia macracanthus,322131,high,NCBI Taxonomy name2taxid reviewed import
Loxodonta africana,Loxodonta africana,9785,high,NCBI Taxonomy name2taxid reviewed import
Rhizophagus sp.,Rhizophagus sp.,3233781,high,NCBI Taxonomy name2taxid reviewed import
Laccaria proxima,Laccaria proxima,47297,high,NCBI Taxonomy name2taxid reviewed import
Mimosa somnians,Mimosa somnians,367329,high,NCBI Taxonomy name2taxid reviewed import
Mimosa camporum,Mimosa camporum,648293,high,NCBI Taxonomy name2taxid reviewed import
Mimosa monacensis,Mimosa monacensis,2751108,high,NCBI Taxonomy name2taxid reviewed import
Mimosa filipes,Mimosa filipes,648347,high,NCBI Taxonomy name2taxid reviewed import
Ceratophrys ornata,Ceratophrys ornata,30347,high,NCBI Taxonomy name2taxid reviewed import
Heterorhabditis beicherriana,Heterorhabditis beicherriana,994306,high,NCBI Taxonomy name2taxid reviewed import
Heterorhabditis brevicaudis,Heterorhabditis brevicaudis,329024,high,NCBI Taxonomy name2taxid reviewed import
Coriaria myrtifolia,Coriaria myrtifolia,3460,high,NCBI Taxonomy name2taxid reviewed import
Norway spruce,Norway spruce,3329,high,NCBI Taxonomy name2taxid reviewed import
Lagria hirta,Lagria hirta,296003,high,NCBI Taxonomy name2taxid reviewed import
Saccostrea glomerata,Saccostrea glomerata,157728,high,NCBI Taxonomy name2taxid reviewed import
Euprymna tasmanica,Euprymna tasmanica,70205,high,NCBI Taxonomy name2taxid reviewed import
Cyperus esculentus,Cyperus esculentus,1053340,high,NCBI Taxonomy name2taxid reviewed import
Digitaria sanguinalis,Digitaria sanguinalis,121769,high,NCBI Taxonomy name2taxid reviewed import
Verbena bonariensis,Verbena bonariensis,28516,high,NCBI Taxonomy name2taxid reviewed import
Eumaeus atala,Eumaeus atala,2056227,high,NCBI Taxonomy name2taxid reviewed import
Alliaria petiolata,Alliaria petiolata,126270,high,NCBI Taxonomy name2taxid reviewed import
Laodelphax striatellus,Laodelphax striatellus,195883,high,NCBI Taxonomy name2taxid reviewed import
Bactrocera zonata,Bactrocera zonata,137042,high,NCBI Taxonomy name2taxid reviewed import
Scrippsiella trochoidea,Scrippsiella trochoidea,71861,high,NCBI Taxonomy name2taxid reviewed import
Eubleekeria splendens,Eubleekeria splendens,218808,high,NCBI Taxonomy name2taxid reviewed import
Nuchequula nuchalis,Nuchequula nuchalis,218810,high,NCBI Taxonomy name2taxid reviewed import
Lessertia diffusa,Lessertia diffusa,1077849,high,NCBI Taxonomy name2taxid reviewed import
Ononis spinosa subsp. procurrens,Ononis spinosa subsp. procurrens,2919360,high,NCBI Taxonomy name2taxid reviewed import
Argyrolobium tuberosum,Argyrolobium tuberosum,1638729,high,NCBI Taxonomy name2taxid reviewed import
Thraupis palmarum,Thraupis palmarum,504331,high,NCBI Taxonomy name2taxid reviewed import
Amblyomma americanum,Amblyomma americanum,6943,high,NCBI Taxonomy name2taxid reviewed import
Muscidifurax uniraptor,Muscidifurax uniraptor,7429,high,NCBI Taxonomy name2taxid reviewed import
Drosophila mauritiana,Drosophila mauritiana,7226,high,NCBI Taxonomy name2taxid reviewed import
Nasonia oneida,Nasonia oneida,561119,high,NCBI Taxonomy name2taxid reviewed import
Drosophila bicornuta,Drosophila bicornuta,112146,high,NCBI Taxonomy name2taxid reviewed import
Rhagoletis cingulata,Rhagoletis cingulata,43416,high,NCBI Taxonomy name2taxid reviewed import
Ixodes holocyclus,Ixodes holocyclus,65647,high,NCBI Taxonomy name2taxid reviewed import
Rhagoletis indifferens,Rhagoletis indifferens,43413,high,NCBI Taxonomy name2taxid reviewed import
Cimex hemipterus,Cimex hemipterus,757355,high,NCBI Taxonomy name2taxid reviewed import
Heterodera humuli,Heterodera humuli,157854,high,NCBI Taxonomy name2taxid reviewed import
Ctenocephalides orientis,Ctenocephalides orientis,1469616,high,NCBI Taxonomy name2taxid reviewed import
Eptatretus sp. Nan-Hai,Eptatretus sp. Nan-Hai,2676194,high,NCBI Taxonomy name2taxid reviewed import
Pelagia noctiluca,Pelagia noctiluca,400838,high,NCBI Taxonomy name2taxid reviewed import
Aegosoma sinicum sinicum,Aegosoma sinicum sinicum,3626124,high,NCBI Taxonomy name2taxid reviewed import
Lamna ditropis,Lamna ditropis,38578,high,NCBI Taxonomy name2taxid reviewed import
Medicago littoralis,Medicago littoralis,75626,high,NCBI Taxonomy name2taxid reviewed import
Medicago noeana,Medicago noeana,70961,high,NCBI Taxonomy name2taxid reviewed import
Desmanthus virgatus,Desmanthus virgatus,196661,high,NCBI Taxonomy name2taxid reviewed import
Argyrolobium uniflorum,Argyrolobium uniflorum,76389,high,NCBI Taxonomy name2taxid reviewed import
Acropora sp.,Acropora sp.,3040784,high,NCBI Taxonomy name2taxid reviewed import
Brassica rapa subsp. chinensis,Brassica rapa subsp. chinensis,93385,high,NCBI Taxonomy name2taxid reviewed import
Tripsacum laxum,Tripsacum laxum,47471,high,NCBI Taxonomy name2taxid reviewed import
Hyacinthus orientalis,Hyacinthus orientalis,82025,high,NCBI Taxonomy name2taxid reviewed import
Khaya senegalensis,Khaya senegalensis,587579,high,NCBI Taxonomy name2taxid reviewed import
Sorghum sp.,Sorghum sp.,3126082,high,NCBI Taxonomy name2taxid reviewed import
Japanese chestnut,Japanese chestnut,103480,high,NCBI Taxonomy name2taxid reviewed import
Cordia goeldiana,Cordia goeldiana,303148,high,NCBI Taxonomy name2taxid reviewed import
Cucurbita maxima,Cucurbita maxima,3661,high,NCBI Taxonomy name2taxid reviewed import
Eucalyptus urophylla,Eucalyptus urophylla,99020,high,NCBI Taxonomy name2taxid reviewed import
Poecilia reticulata,Poecilia reticulata,8081,high,NCBI Taxonomy name2taxid reviewed import
Tachysurus nitidus,Tachysurus nitidus,1193064,high,NCBI Taxonomy name2taxid reviewed import
Rhinolophus fumigatus,Rhinolophus fumigatus,302410,high,NCBI Taxonomy name2taxid reviewed import
Myotis adversus,Myotis adversus,59461,high,NCBI Taxonomy name2taxid reviewed import
Dermacentor sinicus,Dermacentor sinicus,1131252,high,NCBI Taxonomy name2taxid reviewed import
Phaseolus filiformis,Phaseolus filiformis,87066,high,NCBI Taxonomy name2taxid reviewed import
Macroptilium atropurpureum,Macroptilium atropurpureum,90550,high,NCBI Taxonomy name2taxid reviewed import
Gymnogongrus flabelliformis,Gymnogongrus flabelliformis,38507,high,NCBI Taxonomy name2taxid reviewed import
Adelges kitamiensis,Adelges kitamiensis,1005069,high,NCBI Taxonomy name2taxid reviewed import
Adelges lariciatus,Adelges lariciatus,419079,high,NCBI Taxonomy name2taxid reviewed import
Callodictya krueperi,Callodictya krueperi,2806078,high,NCBI Taxonomy name2taxid reviewed import
Dictyophara multireticulata,Dictyophara multireticulata,2806075,high,NCBI Taxonomy name2taxid reviewed import
Ranissus scytha,Ranissus scytha,2806083,high,NCBI Taxonomy name2taxid reviewed import
Pyrops viridirostris,Pyrops viridirostris,2930515,high,NCBI Taxonomy name2taxid reviewed import
Pyrops clavatus,Pyrops clavatus,2873973,high,NCBI Taxonomy name2taxid reviewed import
Pyrops lathburii,Pyrops lathburii,2873974,high,NCBI Taxonomy name2taxid reviewed import
Trypetimorpha occidentalis,Trypetimorpha occidentalis,1897817,high,NCBI Taxonomy name2taxid reviewed import
Melanoliarus placitus,Melanoliarus placitus,491322,high,NCBI Taxonomy name2taxid reviewed import
Ommatidiotus dissimilis,Ommatidiotus dissimilis,2053661,high,NCBI Taxonomy name2taxid reviewed import
Paracorethrura iocnemis,Paracorethrura iocnemis,2070377,high,NCBI Taxonomy name2taxid reviewed import
Lophops saccharicida,Lophops saccharicida,2008464,high,NCBI Taxonomy name2taxid reviewed import
Dictyophara pannonica,Dictyophara pannonica,2806076,high,NCBI Taxonomy name2taxid reviewed import
Ommatidiotus longiceps,Ommatidiotus longiceps,2838092,high,NCBI Taxonomy name2taxid reviewed import
Meenoplus albosignatus,Meenoplus albosignatus,2838091,high,NCBI Taxonomy name2taxid reviewed import
Mycterodus cuniceps,Mycterodus cuniceps,3016024,high,NCBI Taxonomy name2taxid reviewed import
Penthicodes variegata,Penthicodes variegata,2873972,high,NCBI Taxonomy name2taxid reviewed import
Pentastira rorida,Pentastira rorida,2838096,high,NCBI Taxonomy name2taxid reviewed import
Ranissus edirneus,Ranissus edirneus,2806082,high,NCBI Taxonomy name2taxid reviewed import
Pintalia alta,Pintalia alta,295288,high,NCBI Taxonomy name2taxid reviewed import
Hyalesthes luteipes,Hyalesthes luteipes,891972,high,NCBI Taxonomy name2taxid reviewed import
Parorgerius platypus,Parorgerius platypus,2806080,high,NCBI Taxonomy name2taxid reviewed import
Pyropia yezoensis,Pyropia yezoensis,2788,high,NCBI Taxonomy name2taxid reviewed import
Glyptothorax fokiensis,Glyptothorax fokiensis,175780,high,NCBI Taxonomy name2taxid reviewed import
Gryllodes sigillatus,Gryllodes sigillatus,13551,high,NCBI Taxonomy name2taxid reviewed import
Ictalurus sp.,Ictalurus sp.,3564458,high,NCBI Taxonomy name2taxid reviewed import
Eclipta prostrata,Eclipta prostrata,53719,high,NCBI Taxonomy name2taxid reviewed import
Clitoria ternatea,Clitoria ternatea,43366,high,NCBI Taxonomy name2taxid reviewed import
Harbor porpoise,Harbor porpoise,9742,high,NCBI Taxonomy name2taxid reviewed import
Turdus philomelos,Turdus philomelos,127946,high,NCBI Taxonomy name2taxid reviewed import
Hydrilla verticillata,Hydrilla verticillata,51024,high,NCBI Taxonomy name2taxid reviewed import
Lepus timidus,Lepus timidus,62621,high,NCBI Taxonomy name2taxid reviewed import
Nasutitermes ephratae,Nasutitermes ephratae,114633,high,NCBI Taxonomy name2taxid reviewed import
Nasutitermes lujae,Nasutitermes lujae,377946,high,NCBI Taxonomy name2taxid reviewed import
Spinitermes trispinosus,Spinitermes trispinosus,377990,high,NCBI Taxonomy name2taxid reviewed import
Isognathotermes ugandensis,Isognathotermes ugandensis,1236676,high,NCBI Taxonomy name2taxid reviewed import
Spheciospongia vesparium,Spheciospongia vesparium,295237,high,NCBI Taxonomy name2taxid reviewed import
Phaeocystis globosa,Phaeocystis globosa,33658,high,NCBI Taxonomy name2taxid reviewed import
Pleurotus pulmonarius,Pleurotus pulmonarius,28995,high,NCBI Taxonomy name2taxid reviewed import
Kalidium foliatum,Kalidium foliatum,224146,high,NCBI Taxonomy name2taxid reviewed import
Chelodina longicollis,Chelodina longicollis,44491,high,NCBI Taxonomy name2taxid reviewed import
Crocodylus rhombifer,Crocodylus rhombifer,184239,high,NCBI Taxonomy name2taxid reviewed import
Centrochelys sulcata,Centrochelys sulcata,1540822,high,NCBI Taxonomy name2taxid reviewed import
Schizopygopsis malacanthus,Schizopygopsis malacanthus,361645,high,NCBI Taxonomy name2taxid reviewed import
Rhinogobius cliffordpopei,Rhinogobius cliffordpopei,1643632,high,NCBI Taxonomy name2taxid reviewed import
Gnathopogon imberbis,Gnathopogon imberbis,328529,high,NCBI Taxonomy name2taxid reviewed import
Abbottina rivularis,Abbottina rivularis,75332,high,NCBI Taxonomy name2taxid reviewed import
Chanodichthys mongolicus,Chanodichthys mongolicus,291816,high,NCBI Taxonomy name2taxid reviewed import
Jalysus wickhami,Jalysus wickhami,881480,high,NCBI Taxonomy name2taxid reviewed import
Leptoglossus phyllopus,Leptoglossus phyllopus,1284684,high,NCBI Taxonomy name2taxid reviewed import
Anodontia alba,Anodontia alba,244458,high,NCBI Taxonomy name2taxid reviewed import
Lucina aurantia,Lucina aurantia,1899383,high,NCBI Taxonomy name2taxid reviewed import
Monitilora ramsayi,Monitilora ramsayi,457658,high,NCBI Taxonomy name2taxid reviewed import
Lucinoma kastoroae,Lucinoma kastoroae,1899363,high,NCBI Taxonomy name2taxid reviewed import
Lucina adansoni,Lucina adansoni,881251,high,NCBI Taxonomy name2taxid reviewed import
Lucina grandinata,Lucina grandinata,1899384,high,NCBI Taxonomy name2taxid reviewed import
Austriella corrugata,Austriella corrugata,244466,high,NCBI Taxonomy name2taxid reviewed import
Camponotus japonicus,Camponotus japonicus,84547,high,NCBI Taxonomy name2taxid reviewed import
Dysidea avara,Dysidea avara,196820,high,NCBI Taxonomy name2taxid reviewed import
